stop_id,stop_name,stop_lat,stop_lon,nearest_stops
002133,"Örs vezér tere M+H, déli tárolótér",47.500366,19.1357,"['008018', '008021', '008022', '008023', '008024', '008025', '008026', '008028', '008029', '008030', '008164', '008165', 'F01860', 'F01861', 'F01862', 'F01863']"
002138,Kőbánya alsó vasútállomás,47.483139,19.127891,"['008379', '008381', '048277', 'F01569', 'F01570', 'F01571', 'F01572', 'F01574', 'F01635', 'F01636', 'F01639', 'F01640', 'F01641', 'F01645', 'F01646', 'F01800', 'F01801', 'F01803']"
003002,Puskás Ferenc Stadion M,47.500368,19.103406,"['008725', '008770', '008785', '009531', 'CSF01324', 'F01316', 'F01317', 'F01324', 'LM2PF2']"
003105,Bécsi út / Vörösvári út,47.548817,19.029722,"['007880', '008365', '008412', 'F00566', 'F00567', 'F00568', 'F00569', 'F00570', 'F00680', 'MERGED_F00568']"
003117,Hubay Jenő tér,47.5629,19.115709,"['F03048', 'F03049', 'F03050', 'F03053', 'F03054', 'F03055']"
004716,"ÉD metró járműtelep,porta",47.469651,19.12909,['F01540']
004948,Metró ÉD járműtelep (kapu),47.465239,19.142612,['106390']
004952,Metró KNY járműtelep (kapu),47.502234,19.132179,[]
005924,Mill.FAV járműtelep (kapu),47.518788,19.093168,"['008054', '008206', '016938', 'CSF02887', 'F02876', 'F02879', 'F02880', 'F02884', 'F02885', 'F02886', 'F02888', 'F02890', 'LM1MUM', 'LM1MUV']"
006390,Cinkota kocsiszín (kapu),47.519365,19.216995,"['090963', '19828', '19828293', '19828294', '19828295', '19828296', '19828641', '19828642', 'F03304', 'F03305', 'F03306', 'F03379', 'F03380']"
007177,Csepel kocsiszín (kapu),47.421449,19.066161,"['09226', '09226234', '09226543', 'F04185', 'F04193', 'F04294', 'F04336']"
007675,Dunaharaszti külső kocsiszín (kapu),47.362643,19.088375,[]
007762,Szentendre kocsiszín (kapu),47.658768,19.072392,['009119']
007817,Márta utca,47.429184,18.929497,[]
007877,Bíróság,47.519544,18.97806,['007878']
007878,Bíróság,47.519418,18.978021,['007877']
007879,"Római úti lakótelep, Varsa utca",47.57084,19.058436,[]
007880,Bécsi út / Vörösvári út,47.547562,19.028729,"['003105', '008365', '008412', '082200', 'F00566', 'F00567', 'F00568', 'F00569', 'F00570', 'MERGED_F00568']"
007881,Váradi utca,47.543722,19.030125,"['007882', 'F00590', 'F00591', 'F00592']"
007882,Váradi utca,47.542679,19.029953,"['007881', 'F00590', 'F00591', 'F00592']"
007883,Perényi út,47.5458,19.029579,['082200']
007884,Deák Ferenc tér M,47.497413,19.055158,"['008622', '009230', '009309', '038717', '056427', 'CSF00954', 'F00946', 'F00947', 'F00950', 'F00954', 'F00955', 'F00960', 'F00961', 'F00962', 'F00963', 'F00985', 'LM1DF1', 'LM1DF2', 'LM1DF3', 'LM2DF1', 'LM3DF1', 'LMXDF1', 'LMXDFA', 'LMXDFB', 'LMXDFC', 'LMXDFD', 'LMXDFE']"
007885,Dorottya utca (Vörösmarty tér M),47.497476,19.049623,"['008068', 'CSF00964', 'F00964', 'F00965', 'F00975', 'F00979', 'F00980', 'F00981', 'LM1VTM', 'LM1VTV']"
007887,Mester utca / Ferenc körút,47.48231,19.068795,"['007888', '007890', 'F01372', 'F01378', 'F01379', 'F01380']"
007888,Mester utca / Ferenc körút,47.482562,19.068477,"['007887', '007890', 'F01378', 'F01379', 'F01380']"
007890,Mester utca / Ferenc körút,47.481671,19.068782,"['007887', '007888', 'F01372', 'F01378', 'F01379', 'F01380']"
007897,Kelenföld vasútállomás M,47.464581,19.022964,"['007967', '056202', '056216', '067002', '099633', '099634', 'F02210', 'LM4KF1', 'LM4KF2', 'LM4KFA']"
007900,Maros utcai rendelőintézet,47.503724,19.022401,"['072851', 'F00029']"
007902,Újpest-városkapu M,47.558551,19.078245,"['008163', '008945', '011762', 'CSF00897', 'F00898', 'L008163', 'L008164', 'L008165', 'LM3UV1', 'LM3UV2']"
007913,526. sor,47.479274,19.211295,['007914']
007914,526. sor,47.479282,19.211481,['007913']
007923,Kele utca,47.43175,19.173783,"['009478', '009479', 'F03620', 'F03621']"
007924,Ültetvény utca,47.396895,19.175423,['F03659']
007927,Ferihegy vasútállomás,47.438423,19.222716,"['007928', '050181', 'F03810', 'MERGED_F03810']"
007928,Ferihegy vasútállomás,47.437667,19.223377,"['007927', '050181', 'F03810', 'MERGED_F03810']"
007930,Savoyai Jenő tér (Törley tér),47.430333,19.036354,"['007931', '083331', 'F04396', 'F04397', 'F04398', 'F04400', 'F04402']"
007931,Savoyai Jenő tér (Törley tér),47.430369,19.036792,"['007930', 'F04396', 'F04397', 'F04398', 'F04400', 'F04402']"
007942,"Pilisborosjenő, autóbusz-forduló",47.609102,18.989684,['116270']
007949,Kocsis Sándor út,47.574343,19.013009,['F00529']
007950,Keleti pályaudvar M,47.501104,19.082712,"['008619', '009160', '009162', '009163', '009321', '056206', '056233', '056234', '061349', '061350', '061351', '061352', '102276', 'CS056233', 'F01131', 'F01154', 'F01159', 'F01160', 'F01314', 'F01335', 'F01336', 'LM2KP1', 'LM4KP2', 'LM4KP3', 'LMXKPA', 'LMXKPB', 'LMXKPC', 'LMXKPD', 'LMXKPE', 'LMXKPF', 'LMXKPG', 'LMXKPH', 'LMXKPI', 'LMXKPJ']"
007967,Kelenföld vasútállomás M,47.465755,19.021871,"['007897', '056202', '056216', '099634', 'F02210', 'LM4KF1', 'LM4KF2', 'LM4KFA']"
007968,Mogyoród útja,47.570602,19.128267,"['F03013', 'F03014', 'F03025']"
007972,Hűvösvölgy,47.543009,18.964481,"['007974', '007975', '007976', '007977', '007978', 'F00339', 'F00340']"
007974,Hűvösvölgy,47.542605,18.964773,"['007972', '007975', '007976', '007977', '007978']"
007975,Hűvösvölgy,47.543243,18.964281,"['007972', '007974', '007976', '007977', '007978', 'F00339', 'F00340']"
007976,Hűvösvölgy,47.543264,18.963995,"['007972', '007974', '007975', '007977', '007978', 'F00339', 'F00340']"
007977,Hűvösvölgy,47.542968,18.964195,"['007972', '007974', '007975', '007976', '007978', 'F00339', 'F00340']"
007978,Hűvösvölgy,47.542707,18.964355,"['007972', '007974', '007975', '007976', '007977']"
007979,Vörösmarty utca M,47.507404,19.066482,"['007980', '008059', 'CSF01092', 'F01090', 'F01091', 'F01092', 'F01093', 'LM1VUM', 'LM1VUV']"
007980,Vörösmarty utca M,47.507413,19.066787,"['007979', '008059', 'CSF01092', 'F01090', 'F01091', 'F01092', 'F01093', 'LM1VUM', 'LM1VUV']"
007995,Jókai Mór utca,47.410696,19.020671,"['F04453', 'F04454']"
007996,Budatétény vasútállomás (Campona),47.405649,19.01378,"['007997', '007998', '007999', '008120', 'F04457', 'F04458']"
007997,Budatétény vasútállomás (Campona),47.405972,19.014129,"['007996', '007998', '007999', '008120', 'F04457', 'F04458']"
007998,Budatétény vasútállomás (Campona),47.40573,19.014323,"['007996', '007997', '007999', '008120', 'F04457', 'F04458']"
007999,Budatétény vasútállomás (Campona),47.405702,19.014155,"['007996', '007997', '007998', '008120', 'F04457', 'F04458']"
008003,Budagyöngye,47.515894,18.999506,"['008731', 'F00164', 'F00165', 'F00166', 'F00167']"
008005,Móricz Zsigmond körtér M,47.477059,19.04754,"['008090', '008593', '009220', '011319', '056210', '056221', '056222', 'CS056221', 'F02150', 'F02192', 'F02193', 'F02194', 'F02196', 'F02199', 'F02200', 'F02201', 'F02202', 'F02203', 'LM4MK1', 'LM4MK2', 'LM4MK3', 'LM4MKA', 'LM4MKB', 'LM4MKC', 'LM4MKD', 'LM4MKE', 'LM4MKF', 'LM4MKG', 'LM4MKH', 'LM4MKI', 'LM4MKJ', 'LM4MKK']"
008018,"Örs vezér tere M+H, új tárolótér",47.500933,19.135714,"['002133', '008021', '008022', '008023', '008024', '008025', '008026', '008028', '008029', '008030', '008164', '008165', '008382', 'F01752', 'F01861', 'F01862']"
008021,Örs vezér tere M+H,47.501965,19.136232,"['002133', '008018', '008022', '008023', '008024', '008025', '008026', '008028', '008029', '008030', '008164', '008165', '008222', '008382', '008383', '008942', '009322', '044368', '19795', '19795278', '19795279', '19795280', 'CSF01749', 'F01749', 'F01751', 'F01752', 'F01754', 'LM2OV1', 'LM2OV2', 'LM2OVA', 'LM2OVB', 'LM2OVC', 'LM2OVD', 'LM2OVE']"
008022,Örs vezér tere M+H,47.501517,19.136333,"['002133', '008018', '008021', '008023', '008024', '008025', '008026', '008028', '008029', '008030', '008164', '008165', '008382', '008383', '044368', 'CSF01749', 'F01749', 'F01751', 'F01752', 'F01862', 'LM2OV1', 'LM2OV2', 'LM2OVC', 'LM2OVD']"
008023,Örs vezér tere M+H,47.501472,19.136134,"['002133', '008018', '008021', '008022', '008024', '008025', '008026', '008028', '008029', '008030', '008164', '008165', '008382', '008383', '044368', 'CSF01749', 'F01749', 'F01751', 'F01752', 'F01862', 'LM2OV1', 'LM2OV2', 'LM2OVC', 'LM2OVD']"
008024,Örs vezér tere M+H,47.501148,19.136213,"['002133', '008018', '008021', '008022', '008023', '008025', '008026', '008028', '008029', '008030', '008164', '008165', '008382', '008383', '044368', 'F01749', 'F01752', 'F01862', 'LM2OV1', 'LM2OV2', 'LM2OVC']"
008025,Örs vezér tere M+H,47.501778,19.135922,"['002133', '008018', '008021', '008022', '008023', '008024', '008026', '008028', '008029', '008030', '008164', '008165', '008382', '008383', '008942', '044368', 'CSF01749', 'F01749', 'F01751', 'F01752', 'LM2OV1', 'LM2OV2', 'LM2OVC', 'LM2OVD']"
008026,Örs vezér tere M+H,47.501355,19.136028,"['002133', '008018', '008021', '008022', '008023', '008024', '008025', '008028', '008029', '008030', '008164', '008165', '008382', '008383', '044368', 'F01749', 'F01751', 'F01752', 'F01862', 'LM2OV1', 'LM2OV2', 'LM2OVC', 'LM2OVD']"
008028,Örs vezér tere M+H,47.501112,19.135882,"['002133', '008018', '008021', '008022', '008023', '008024', '008025', '008026', '008029', '008030', '008164', '008165', '008382', '008383', '044368', 'F01752', 'F01862', 'LM2OVC']"
008029,Örs vezér tere M+H,47.502111,19.135697,"['002133', '008018', '008021', '008022', '008023', '008024', '008025', '008026', '008028', '008030', '008164', '008165', '008222', '008382', '008383', '008942', '044368', '19795', '19795278', '19795279', '19795280', 'CSF01749', 'F01749', 'F01751', 'F01752', 'F01754', 'LM2OV1', 'LM2OV2', 'LM2OVA', 'LM2OVB', 'LM2OVC', 'LM2OVD', 'LM2OVE']"
008030,Örs vezér tere M+H,47.501742,19.135604,"['002133', '008018', '008021', '008022', '008023', '008024', '008025', '008026', '008028', '008029', '008164', '008165', '008382', '008383', '044368', 'CSF01749', 'F01749', 'F01751', 'F01752', 'LM2OV1', 'LM2OV2', 'LM2OVC', 'LM2OVD']"
008036,Kőbányai út 31.,47.487461,19.104252,"['008037', 'F01263', 'F01264']"
008037,Kőbányai út 31.,47.487452,19.103721,"['008036', 'F01263', 'F01264']"
008040,Tas vezér utca,47.478606,19.040827,"['008041', 'F02146', 'F02147']"
008041,Tas vezér utca,47.478849,19.040827,"['008040', 'F02146', 'F02147']"
008047,Lajosmizsei sorompó,47.450468,19.16141,"['F03734', 'F03737', 'F03739', 'F03740', 'F03741']"
008050,Liptó utca,47.4861,19.007031,['008051']
008051,Liptó utca,47.48601,19.007071,['008050']
008054,Mexikói út,47.519658,19.091078,"['005924', '008206', 'CSF02887', 'F02882', 'F02883', 'F02884', 'F02885', 'F02886', 'F02887', 'F02888', 'F02890', 'F02891', 'LM1MUM', 'LM1MUV']"
008055,Széchenyi fürdő,47.517483,19.08095,"['CSF02696', 'F02695', 'F02696', 'F02697', 'LM1SFM', 'LM1SFV']"
008056,Hősök tere,47.514259,19.076845,"['CSF01102', 'F01048', 'F01050', 'F01051', 'F01055', 'F01102', 'F01103', 'LM1HTM', 'LM1HTV']"
008057,Bajza utca,47.511333,19.072468,"['CSF01100', 'F01098', 'F01099', 'F01100', 'F01101', 'LM1BUM', 'LM1BUV']"
008058,Kodály körönd,47.509232,19.069324,"['CSF01095', 'F01094', 'F01095', 'F01096', 'F01097', 'LM1KKM', 'LM1KKV']"
008059,Vörösmarty utca,47.507214,19.066305,"['007979', '007980', 'CSF01092', 'F01090', 'F01091', 'F01092', 'F01093', 'LM1VUM', 'LM1VUV']"
008060,Oktogon,47.505058,19.06307,"['CSF01085', 'F01081', 'F01082', 'F01083', 'F01084', 'F01085', 'F01086', 'F01087', 'F01088', 'F01089', 'LM1OKM', 'LM1OKV']"
008061,Opera,47.502254,19.058914,"['CSF01079', 'F01075', 'F01076', 'F01077', 'F01078', 'F01079', 'F01080', 'LM1OPM', 'LM1OPV']"
008062,Bajcsy-Zsilinszky út,47.499828,19.055244,"['011732', '038717', '048505', '048506', 'CSF00996', 'F00944', 'F00945', 'F00954', 'F00960', 'F00996', 'F00997', 'LM1BZM', 'LM1BZV', 'LMXDF1']"
008067,Szent Imre tér,47.430889,19.0703,"['F04320', 'F04321', 'F04323', 'F04324', 'F04325', 'F04327', 'F04328', 'F04329', 'F04330', 'F04332']"
008068,Vörösmarty tér,47.496802,19.050523,"['007885', 'CSF00964', 'F00964', 'F00965', 'LM1VTM', 'LM1VTV']"
008075,Kőbánya-Kispest,47.463402,19.149185,"['038670', '038671', '038673', '038674', '038675', '038678', '038680', '038681', '038682', '038683', '038686', '038687', '038688', '038693', '043176', '088969', '099640', 'CSF01543', 'F01543', 'F01544', 'F03940', 'F03941', 'LM3KK1', 'LM3KKA', 'LM3KKB1', 'LM3KKB2', 'LM3KKC1', 'LM3KKC2', 'LM3KKC3', 'LM3KKD1', 'LM3KKD2', 'LM3KKD3', 'LM3KKF', 'LM3KKG', 'LM3KKV1', 'LM3KKV2', 'LM3KKV3']"
008076,Határ út,47.465443,19.126757,"['008490', 'CSF01541', 'F01459', 'F01460', 'F01461', 'F01462', 'F01463', 'F01464', 'F01541', 'F01542', 'F03928', 'F03929', 'F03930', 'F04014', 'F04015', 'F04017', 'F04018', 'F04019', 'LM3HU1', 'LM3HU2', 'LM3HU3', 'LM3HUA', 'LM3HUA1', 'LM3HUB', 'LM3HUB1']"
008077,Pöttyös utca,47.468548,19.116946,"['044115', 'CSF01878', 'F01465', 'F01466', 'F01878', 'F01879', 'L008077', 'LM3PU1', 'LM3PU2']"
008078,Ecseri út,47.47092,19.111329,"['008500', 'CSF01493', 'F01489', 'F01490', 'F01491', 'F01493', 'F01494', 'F01495', 'F01496', 'F01497', 'LM3EU1', 'LM3EU2', 'LM3EUA', 'LM3EUB', 'LM3EUC', 'LM3EUD', 'LM3EUE']"
008082,Népliget,47.475441,19.098808,"['008175', '008286', '008287', '009300', '042933', 'CSF01282', 'F01256', 'F01282', 'F01283', 'F01284', 'F01285', 'F01286', 'F01529', 'L008082', 'LM3NL1', 'LM3NL2', 'LM3NLA', 'LM3NLB', 'LM3NLC', 'LM3NLD', 'LM3NLE', 'LM3NLF', 'LM3NLG', 'LM3NLH', 'LM3NLV']"
008083,Nagyvárad tér,47.478943,19.089796,"['041071', '086856', 'CSF01252', 'F01245', 'F01246', 'F01247', 'F01248', 'F01252', 'F01253', 'LM3NT1', 'LM3NT2', 'LM3NT3', 'LM3NTA', 'LM3NTB', 'LM3NTC', 'LM3NTD', 'LM3NTE', 'LM3NTF']"
008084,Semmelweis Klinikák,47.482834,19.079176,"['CSF01232', 'F01232', 'F01233', 'F01234', 'F01235', 'L008084']"
008085,Corvin-negyed,47.485786,19.070152,"['062521', 'CSF01188', 'F01188', 'F01189', 'F01190', 'F01191', 'F01192', 'F01194', 'F01195', 'LM3CN1', 'LM3CN2', 'LM3CNA', 'LM3CNB', 'LM3CNC', 'LM3CND', 'LM3CNE', 'LM3CNF', 'LM3CNG', 'LM3CNH', 'LM3CNI', 'LM3CNJ']"
008086,Széll Kálmán tér M,47.507313,19.026381,"['008625', '009174', '036678', '048621', '081565', '088212', 'CSF02480', 'F00033', 'F00306', 'F00307', 'F00308', 'F00309', 'F00412', 'F00422', 'F02460', 'F02461', 'F02462', 'F02464', 'F02465', 'F02466', 'F02470', 'F02473', 'F02476', 'F02477', 'F02480', 'F02481', 'LM2SZ1']"
008087,Fény utcai piac,47.508464,19.023646,"['008625', '009174', '009730', '070997', '078004', '081565', 'CSF02480', 'F00305', 'F00412', 'F00422', 'F02460', 'F02464', 'F02465', 'F02466', 'F02476', 'F02477', 'LM2SZ1']"
008090,Móricz Zsigmond körtér M,47.477256,19.048786,"['008005', '008593', '009220', '011319', '056210', '056221', '056222', 'CS056221', 'F02150', 'F02192', 'F02193', 'F02194', 'F02199', 'F02202', 'F02203', 'LM4MK1', 'LM4MK2', 'LM4MK3', 'LM4MKA', 'LM4MKB', 'LM4MKC', 'LM4MKD', 'LM4MKE', 'LM4MKF', 'LM4MKG', 'LM4MKH', 'LM4MKI', 'LM4MKJ', 'LM4MKK']"
008093,Dél-pesti autóbuszgarázs,47.426707,19.161776,"['008094', '008471', '008472', '008921', '043154', 'F03630']"
008094,Dél-pesti autóbuszgarázs,47.42616,19.16094,"['008093', '008471', '008472', '008921', '043154', 'F03630']"
008095,Nagykőrösi út,47.425255,19.157029,"['008096', '008267', 'F03629', 'F03631', 'F03632']"
008096,Nagykőrösi út,47.425183,19.157506,"['008095', '008267', 'F03629', 'F03630', 'F03631', 'F03632']"
008098,Szabina út,47.436429,19.013415,"['061286', '096830', 'F04373']"
008099,Pék utca,47.442142,19.018436,"['008100', 'F04375', 'F04376']"
008100,Pék utca,47.442188,19.018635,"['008099', 'F04375', 'F04376']"
008101,Rózsavölgy felső,47.441163,19.022295,"['008102', 'F04377', 'F04378']"
008102,Rózsavölgy felső,47.441217,19.022388,"['008101', 'F04377', 'F04378']"
008103,Rózsavölgy alsó,47.438304,19.030344,"['008104', 'F04379', 'F04380']"
008104,Rózsavölgy alsó,47.438304,19.030012,"['008103', 'F04379', 'F04380']"
008106,Vihar utca,47.434282,19.035651,"['008128', 'F01902', 'F01903', 'F01904', 'F01905', 'F04383']"
008109,Damjanich utca,47.402527,18.991053,"['F04477', 'F04489']"
008110,Barosstelep vasútállomás,47.399613,18.990911,['F04478']
008111,Barackos út / Angeli utca,47.402248,18.974427,"['F04485', 'F04486']"
008112,Szakiskola utca,47.40492,18.975841,['F04487']
008113,Szilvafa utca,47.405184,18.98216,['F04488']
008114,Mátyás király utca,47.404326,18.990746,"['009447', 'F04489']"
008115,Szebeni utca,47.430356,19.016021,['008116']
008116,Szebeni utca,47.430177,19.01691,['008115']
008119,Mátra utca,47.400093,18.997693,['F04521']
008120,Budatétény vasútállomás (Campona),47.405739,19.013846,"['007996', '007997', '007998', '007999', 'F04457', 'F04458']"
008124,Zöldike utca,47.430715,19.0128,['008125']
008125,Zöldike utca,47.431205,19.012359,"['008124', '008126', '008127']"
008126,Hír utca,47.432864,19.011526,"['008125', '008127']"
008127,Hír utca,47.432882,19.01142,"['008125', '008126']"
008128,Ady Endre út,47.435802,19.036578,"['008106', '009541', 'F01902', 'F01903', 'F01904', 'F01905']"
008129,Kálvin tér,47.489693,19.061707,"['040760', '056212', '056227', '056228', '089515', '121935', 'CS056227', 'F01005', 'F01006', 'F01007', 'F01010', 'F01011', 'F01289', 'F01290', 'LM3KV1', 'LM4KV1', 'LMXKV1', 'LMXKVA', 'LMXKVB', 'LMXKVC', 'LMXKVD', 'LMXKVE', 'LMXKVF', 'LMXKVG']"
008130,Ferenciek tere,47.493172,19.05592,"['CSF00952', 'F00951', 'F00952', 'F00953', 'F00983', 'F01004', 'LM3FT1', 'LM3FT2', 'LM3FTA', 'LM3FTB', 'LM3FTC', 'LM3FTD']"
008132,Puskás Ferenc Stadion M,47.50122,19.107704,"['008545', '008618', '008875', '009532', '061367', 'CSF01324', 'F01319', 'F01320', 'F01321', 'F01322', 'F01323', 'F01325', 'LM2PF1']"
008136,Arany János utca,47.503063,19.054531,"['CSF00956', 'F00942', 'F00943', 'F00956', 'F00957', 'L008136']"
008137,Nyugati pályaudvar,47.510571,19.056072,"['071659', '102861', 'CSF00936', 'F00933', 'F00934', 'F00935', 'F00936', 'F00937', 'F01023', 'F01024', 'F01025', 'F01027', 'F01028', 'F01029', 'LM3NY1', 'LM3NY2', 'LM3NY3', 'LM3NYA', 'LM3NYB', 'LM3NYC', 'LM3NYD', 'LM3NYE', 'LM3NYF', 'LM3NYG', 'LM3NYH', 'LM3NYI', 'LM3NYJ', 'LM3NYK', 'LM3NYL', 'LM3NYM']"
008138,Lehel tér,47.51741,19.060192,"['009039', '048536', '063526', '085723', '090370', 'CSF02613', 'F01065', 'F01067', 'F02613', 'F02614', 'F02615', 'F02616', 'F02617', 'F02618', 'F02619', 'LM3LE1', 'LM3LE2', 'LM3LE5', 'LM3LEB', 'LM3LEC', 'LM3LEE', 'LM3LEF', 'LM3LEG', 'LM3LEH', 'LM3LEI']"
008139,Dózsa György út,47.524653,19.063321,"['CSF02680', 'F02608', 'F02609', 'F02610', 'F02611', 'F02680', 'F02681', 'LM3DG1', 'LM3DG2', 'LM3DG3', 'LM3DGA', 'LM3DGB', 'LM3DGC', 'LM3DGD', 'LM3DGE']"
008141,Göncz Árpád városközpont,47.532719,19.066755,"['008900', '066828', 'CSF02637', 'F02578', 'F02579', 'F02580', 'F02581', 'F02582', 'F02599', 'F02600', 'F02601', 'F02602', 'F02604', 'F02605', 'F02637', 'F02638', 'LM3AH1', 'LM3AH2', 'LM3AH3', 'LM3AH4', 'LM3AHA', 'LM3AHB', 'LM3AHC', 'LM3AHD', 'LM3AHE', 'LM3AHF', 'LM3AHG']"
008146,Vajda Péter utca,47.481378,19.103199,"['008147', 'F01257', 'F01258', 'F01260', 'F01262']"
008147,Vajda Péter utca,47.481801,19.103611,"['008146', 'F01257', 'F01258', 'F01260', 'F01262']"
008148,Kőbányai út / Könyves Kálmán körút,47.485766,19.107079,"['008149', 'F01265', 'F01266', 'F01267', 'F01268', 'F01269', 'F01270']"
008149,Kőbányai út / Könyves Kálmán körút,47.48626,19.10753,"['008148', 'F01265', 'F01266', 'F01267', 'F01268', 'F01269', 'F01270']"
008150,Zsil utca,47.48294,19.062984,"['009365', 'F01340', 'F01343', 'F01345', 'F01346']"
008152,Mester utca / Könyves Kálmán körút,47.469594,19.08374,"['008153', 'F01506', 'F01507', 'F01508', 'F01509']"
008153,Mester utca / Könyves Kálmán körút,47.469746,19.084483,"['008152', 'F01506', 'F01507', 'F01508', 'F01509']"
008154,Boráros tér H (Közraktár utca),47.481222,19.065345,"['009359', 'F01345', 'F01372', 'F01373', 'F01374', 'F01375', 'F01516', 'F01518', 'F01519']"
008155,Közvágóhíd H,47.46876,19.072769,"['008265', 'F01527', 'F01528']"
008156,Új köztemető,47.473586,19.178326,"['F01593', 'F01594', 'F01595', 'F01596', 'F01597', 'F01866', 'F01867']"
008159,Forgách utca,47.539383,19.069597,"['CSF02682', 'F02677', 'F02678', 'F02679', 'F02682', 'F02683', 'L008159', 'LM3FU1', 'LM3FU2']"
008162,Gyöngyösi utca,47.548691,19.073233,"['069288', 'CSF02684', 'F02534', 'F02535', 'F02536', 'F02537', 'F02684', 'F02685', 'L008162', 'LM3GU1', 'LM3GU2', 'LM3GU3', 'LM3GUA', 'LM3GUB', 'LM3GUC', 'LM3GUD', 'LM3GUE']"
008163,Újpest-városkapu,47.558926,19.079229,"['007902', '011762', 'CSF00897', 'F00897', 'F00898', 'L008163', 'L008164', 'L008165', 'LM3UV1', 'LM3UV2']"
008164,Örs vezér tere M+H,47.501382,19.136585,"['002133', '008018', '008021', '008022', '008023', '008024', '008025', '008026', '008028', '008029', '008030', '008165', '008382', '008383', '044368', 'F01749', 'F01752', 'F01862', 'LM2OV1', 'LM2OV2', 'LM2OVC', 'LM2OVD']"
008165,Örs vezér tere M+H,47.50183,19.136484,"['002133', '008018', '008021', '008022', '008023', '008024', '008025', '008026', '008028', '008029', '008030', '008164', '008382', '008383', '008942', '009322', '044368', 'CSF01749', 'F01749', 'F01751', 'F01752', 'F01754', 'LM2OV1', 'LM2OV2', 'LM2OVA', 'LM2OVB', 'LM2OVC', 'LM2OVD']"
008168,I. utca,47.400994,19.002739,"['008169', 'F04467', 'F04468', 'F04469']"
008169,I. utca,47.400904,19.003494,"['008168', 'F04466', 'F04467', 'F04468', 'F04469']"
008170,Angeli utca / Nagytétényi út,47.390622,18.981,"['008691', 'F04498', 'F04499']"
008175,Népliget M,47.475806,19.10018,"['008082', '008286', '008287', '042933', 'CSF01282', 'F01256', 'F01282', 'F01283', 'F01284', 'F01285', 'F01286', 'F01529', 'L008082', 'LM3NL1', 'LM3NL2', 'LM3NLA', 'LM3NLB', 'LM3NLC', 'LM3NLD', 'LM3NLE', 'LM3NLF', 'LM3NLG', 'LM3NLH', 'LM3NLV']"
008181,Cinkotai autóbuszgarázs,47.498562,19.237779,"['008535', '008569', '009634', 'F03286', 'F03287', 'F03289']"
008186,Újpest-központ,47.560429,19.089916,"['008697', 'CSF00912', 'F00797', 'F00798', 'F00799', 'F00800', 'F00801', 'F00803', 'F00804', 'F00805', 'F00806', 'F00814', 'F00815', 'F00910', 'F00912', 'F00913', 'L008186', 'LM3UK1', 'LM3UK2', 'LM3UKA', 'LM3UKB', 'LM3UKC', 'LM3UKD', 'LM3UKE', 'LM3UKF', 'LM3UKG', 'LM3UKH', 'LM3UKI']"
008206,Mexikói út M,47.519287,19.091049,"['005924', '008054', 'CSF02887', 'F02882', 'F02883', 'F02884', 'F02885', 'F02886', 'F02887', 'F02888', 'F02890', 'F02891', 'F02894', 'LM1MUM', 'LM1MUV']"
008209,Nagy Lajos király útja / Czobor utca,47.522197,19.102817,"['008461', '074935', 'F02865', 'F02866', 'F02867', 'F02868', 'F02869', 'MERGED_F02865']"
008218,Széchenyi István tér,47.498915,19.047062,"['008238', 'F00975', 'F00976', 'F00986']"
008222,Örs vezér tere M+H,47.503737,19.136447,"['008021', '008029', '008382', '008383', '008942', '009322', '044368', '102825', '19795', '19795278', '19795279', '19795280', 'CSF01749', 'F01749', 'F01751', 'F01752', 'F01754', 'F01755', 'F01756', 'F01757', 'F02755', 'F02756', 'F02757', 'F02758', 'F02759', 'F02760', 'F02761', 'F02762', 'F02763', 'F02764', 'LM2OV1', 'LM2OV2', 'LM2OVA', 'LM2OVB', 'LM2OVC', 'LM2OVD', 'LM2OVE']"
008238,Széchenyi István tér,47.500543,19.04669,"['008218', 'F00973', 'F00974']"
008239,Müpa - Nemzeti Színház H,47.471165,19.073129,"['008240', 'F01396', 'F01397']"
008240,Müpa - Nemzeti Színház H,47.471354,19.073301,"['008239', 'F01396', 'F01397']"
008241,Szőnyi út,47.526625,19.09622,[]
008242,Teleki Blanka utca,47.523865,19.093761,['F02974']
008245,Kolozsvár utcai piac,47.536842,19.114916,"['225407', 'F02687', 'F02688', 'F03092', 'F03206']"
008246,Rákospalotai köztemető,47.551236,19.136137,"['009415', 'F03129']"
008260,Nagybányai út,47.528503,18.996288,['008261']
008261,Nagybányai út,47.528368,18.996467,['008260']
008262,Hidegkuti Nándor Stadion,47.490703,19.108915,"['008681', '008912', '009611', 'F01271', 'F01272', 'F01273', 'F01274', 'F01275']"
008265,Közvágóhíd H,47.46876,19.073512,"['008155', 'F01403', 'F01527', 'F01528']"
008267,Szentlőrinci út,47.424625,19.157703,"['008095', '008096', 'F03629', 'F03631', 'F03632']"
008269,Delej utca,47.484694,19.096209,['008270']
008270,Delej utca,47.48446,19.096407,['008269']
008271,Szentendre,47.661045,19.075578,"['009119', '09142', '09142221', '09142222', '09142223', 'F04687']"
008273,Beöthy utca,47.46067,19.08182,"['F01351', 'F01352']"
008275,Timót utca,47.447949,19.090447,"['F01359', 'F01360']"
008280,Infopark (Pázmány Péter sétány),47.469242,19.064333,['062607']
008283,Óceán-árok utca,47.589986,19.100345,"['008284', '073513']"
